Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Epit, mV (SCE)",Test Temp (C),Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Material class
0.0,0.0,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,-237.0,25.0,0.6M NaCl Deaerated N2,0.6,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,Not Available,Amorphous,Al Alloy,0
7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,-99.0,25.0,0.6M NaCl Deaerated N2,0.6,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,Not Available,Amorphous,Al Alloy,0
0.0,0.0,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,-133.0,25.0,0.6M NaCl Deaerated N2,0.6,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,150 °C for 25 hours,Nanocrystalline,Al Alloy,0
7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,-44.0,25.0,0.6M NaCl Deaerated N2,0.6,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,150 °C for 25 hours,Nanocrystalline,Al Alloy,0
0.0,0.0,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,-143.0,25.0,0.6M NaCl Deaerated N2,0.6,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,550 °C for 1 hour,Crystalline,Al Alloy,0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-499.0,25.0,0.6M NaCl Deaerated N2,0.6,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,551 °C for 1 hour,Crystalline,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.0,25.0,0.6M NaCl Deaerated N2 pH 5.9,0.6,5.9,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,Not Available,Not Available,Al Alloy,0
7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,-99.0,25.0,0.6M NaCl Deaerated N2 pH 5.9,0.6,5.9,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,Not Available,Amorphous,Al Alloy,0
7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,44.0,25.0,0.6M NaCl Deaerated N2 pH 5.9,0.6,5.9,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,150 °C for 25 hrs and H2O quenched,Nanocrystalline,Al Alloy,0
7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,-499.0,25.0,0.6M NaCl Deaerated N2 pH 5.9,0.6,5.9,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,550 °C for 1 hrs and H2O quenched,Fully Crystalline,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-442.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,Potentiostatic Polarization,0.42598915662650605,Annealed at 600 °C for 2h H2O quenched,Not Available,Al Alloy,0
0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-325.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,Potentiostatic Polarization,0.42598915662650605,550 °C for 2 hrs and H2O quenched,Not Available,Al Alloy,0
0.0,0.0,0.0,23.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,Potentiostatic Polarization,0.42598915662650605,550 °C for 2 hrs and H2O quenched,Not Available,Al Alloy,0
0.0,0.0,0.0,32.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,Potentiostatic Polarization,0.42598915662650605,550 °C for 2 hrs and H2O quenched,Not Available,Al Alloy,0
0.0,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-232.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,Potentiostatic Polarization,0.14,Not Available,Not Available,Al Alloy,0
0.0,14.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,23.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-630.0,26.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-485.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,16.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-265.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,29.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,9.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-330.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,12.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-330.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-280.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,25.0,0.1 N KCl Deaerated N2 pH 8,0.1,8.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-605.0,25.0,0.01 M Chloride Deaerated,0.01,7.0,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-685.0,25.0,0.1 M ChlorideDeaerated,0.1,7.0,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-730.0,25.0,0.5 M Chloride Deaerated,0.5,7.0,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-745.0,25.0,1.0 M Chloride Deaerated,1.0,7.0,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-680.0,25.0,0.1 M ChlorideDeaerated pH 4,0.1,4.0,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-685.0,25.0,0.1 M ChlorideDeaerated pH 5.8,0.1,5.8,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-675.0,25.0,0.1 M ChlorideDeaerated pH 8.1,0.1,8.1,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-650.0,25.0,0.1 M ChlorideDeaerated pH 9,0.1,9.0,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600.0,25.0,0.1 M ChlorideDeaerated pH 9.4,0.1,9.4,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-770.0,25.0,1.0 M Chloride Deaerated pH 4,1.0,4.0,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-760.0,25.0,1.0 M Chloride Deaerated pH 5.8,1.0,5.8,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-760.0,25.0,1.0 M Chloride Deaerated pH 8.1,1.0,8.1,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-720.0,25.0,1.0 M Chloride Deaerated pH 10.2,1.0,10.2,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,0.42598915662650605,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,15.34,0.0,0.0,0.0,0.0,0.0,0.0,84.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,54.75,0.0,0.0,0.0,0.0,0.0,0.0,45.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-875.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-690.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,15.34,0.0,0.0,0.0,0.0,0.0,0.0,84.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,54.75,0.0,0.0,0.0,0.0,0.0,0.0,45.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,64.96,0.0,0.0,0.0,0.0,0.0,0.0,35.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,28.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,38.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,44.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,55.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,59.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,62.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,4
0.0,0.0,0.0,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,28.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,41.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,57.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,59.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,72.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,4
0.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,20.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,45.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,25.0,0.1M NaCl pH 10,0.1,10.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,26.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,17.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,39.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,50.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
0.0,54.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,25.0,0.1M NaCl,0.1,7.0,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1.0,Not Available,Not Available,Al Alloy,0
